Ticker,YEAR,Environmental ,Social,Governance,ESG_score,GVKEY,Address Line 1,Postal Code,City,Mining,Construction,Manufactuing,Transportation Public Utilities,Wholesale Trade,Retail Trade,Services,SIC code,Company Name,CIK Number,Country Code,Current Assets,Assets,Cash,Inventory,Current Marketable Securities,Current Liabilities,Liabilities,"Property, Plant and Equipment",Preferred/Preference Stock,Allowance for Doubtful Receivables ,Total Receivables ,Stockholders Equity,Cost of Goods Sold,Dividends - Preferred/Preference,Dividends ,Earnings Before Interest and Taxes,Earnings Per Share (Basic),Net Income (Loss),Net Income Adjusted for common stocks,Sales/Turnover (Net),Interest and Related Expense,Common Shares Outstanding,Total Debt Including Current,Price Close - Annual -,Net receivables,Total assets last year ,Net receivables last year,Inventory last year,Stockholder equity last year,Cost of Goods Sold last year,Common shares outstanding last year
GNK,2019,0.0,8.9782,83.594,30.9224,163930,"299 Park Avenue, 12th Floor",10171,New York,0,0,0,1,0,0,0,4412,GENCO SHIPPING & TRADING,1326200,MHL,223.195,1528.892,155.889,27.846,6.045,127.655,550.464,1288.078,0.0,0.0,15.74,978.428,290.915,0.0,20.951,-0.842,-1.34,-55.985,-55.985,389.496,31.955,41.754,494.233,10.62,15.74,1627.47,23.16,30.15,1053.31,218.45,41.64
EGLE,2020,0.0,10.006,83.594,31.2645,163685,"300 First Stamford Place, 5th Floor",6902,Stamford,0,0,0,1,0,0,0,4412,EAGLE BULK SHIPPING INC,1322439,MHL,118.265,967.127,69.928,11.625,18.846,82.441,496.709,821.994,0.0,2.357,13.843,470.418,203.735,0.0,0.0,-2.912,-3.4,-35.063,-35.063,275.133,35.393,11.662,460.477,19.0,11.49,1002.09,18.68,15.82,481.5,218.44,71.5
NETI,2020,9.635,17.896,62.041,29.8964,315887,"Le Millenium, 9, Boulevard Charles III",98000,Monaco,0,0,0,1,0,0,0,4412,ENETI INC,1587264,MHL,121.603,868.195,84.002,10.614,0.0,87.016,595.597,12.35,0.0,0.0,14.877,272.598,123.922,0.0,3.234,-34.23,-70.85,-671.983,-671.983,163.732,33.73,11.31,566.834,16.93,14.88,1665.56,5.95,6.37,874.97,122.55,72.48
EGLE,2019,0.0,10.006,83.594,31.2645,163685,"300 First Stamford Place, 5th Floor",6902,Stamford,0,0,0,1,0,0,0,4412,EAGLE BULK SHIPPING INC,1322439,MHL,100.533,1002.087,53.584,15.824,5.472,102.215,520.584,857.11,0.0,1.3,19.983,481.503,218.44,0.0,0.0,4.578,-0.3,-21.697,-21.697,292.378,30.577,71.502,467.335,4.6,18.68,846.21,19.79,16.14,479.61,204.3,71.06
INSW,2020,10.359,13.8755,84.979,36.4651,27706,"600 Third Avenue, 39th Floor",10016,New York,0,0,0,1,0,0,0,4412,INTERNATIONAL SEAWAYS INC,1679049,MHL,256.834,1586.539,199.39,3.601,0.0,108.896,614.497,1129.802,0.0,0.055,47.841,972.042,175.53,0.0,6.77,138.399,-0.2,-5.531,-5.544,417.248,36.712,28.015,554.935,16.33,47.79,1753.5,86.54,3.9,1022.29,206.98,29.27
LPG,2019,11.628,17.6542,83.594,37.6823,317264,27 Signal Road,6902,Stamford,0,0,0,1,0,0,0,4412,DORIAN LPG LTD,1596993,MHL,139.615,1671.96,48.39,1.996,18.293,85.013,694.908,1464.706,0.0,0.0,67.669,977.052,84.583,0.0,0.0,161.068,2.08,111.841,111.841,335.27,49.303,50.828,661.84,8.71,67.67,1625.37,45.84,2.11,912.68,68.82,55.17
INSW,2019,1.329,12.0617,84.407,32.6627,27706,"600 Third Avenue, 39th Floor",10016,New York,0,0,0,1,0,0,0,4412,INTERNATIONAL SEAWAYS INC,1679049,MHL,187.344,1753.501,89.671,3.896,0.0,114.476,731.208,1326.234,0.0,1.245,87.783,1022.293,206.982,0.0,0.0,55.506,-0.03,-0.83,-0.83,366.184,66.267,29.274,692.006,29.76,86.54,1848.6,99.84,3.07,1009.86,207.17,29.19
LYB,2019,45.304,44.1052,87.477,58.9981,294524,"LyondellBasell Tower, 1 Houston Center, 1221 McKinney Street",77010,Houston,0,0,1,0,0,0,0,2820,LYONDELLBASELL INDUSTRIES NV,1489393,NLD,9510.0,30435.0,858.0,4588,226.0,5198.0,22256.0,15598.0,0.0,16.0,3455.0,8044.0,27966.0,0.0,1462.0,4281.0,9.59,3390.0,3384.0,34727.0,434.0,333.477,13106,94.48,3439.0,28278,4418,4515,10257,31288,375.7
LYB,2020,49.018,44.1052,81.969,58.3945,294524,"LyondellBasell Tower, 1 Houston Center, 1221 McKinney Street",77010,Houston,0,0,1,0,0,0,0,2820,LYONDELLBASELL INDUSTRIES NV,1489393,NLD,11634.0,35403.0,1763.0,4344,704.0,5502.0,27299.0,15878.0,0.0,15.0,4489.0,7971.0,23046.0,0.0,1405.0,2178.0,4.24,1420.0,1417.0,27753.0,497.0,334.015,16826,91.66,4474.0,30435,3439,4588,8044,27966,333.48
TSCO,2019,12.866,17.3821,87.477,39.3019,29736,5401 Virginia Way,37027,Brentwood,0,0,0,0,0,1,0,5200,TRACTOR SUPPLY CO,916365,USA,1787.887,5289.268,84.241,1602.781,0.0,1247.6,3722.145,3352.758,0.0,0.0,0.0,1567.123,5480.161,0.0,162.699,746.162,4.7,562.354,562.354,8351.931,19.843,118.165,2709.166,93.44,0.0,3085.26,4.11,1589.54,1561.82,5208.52,121.83
CTRN,2019,0.0,13.2104,87.477,33.6284,163051,104 Coleman Boulevard,31408,Savannah,0,0,0,0,0,1,0,5651,CITI TRENDS INC,1318484,USA,201.207,459.145,19.923,138.258,27.562,150.862,288.101,234.839,0.0,0.0,1.186,171.044,484.74,0.0,3.765,18.962,1.41,16.503,16.503,781.925,0.158,10.834,178.26,23.29,1.19,297.99,0,139.84,187.43,476.33,12.16
SPWH,2020,0.0,13.2104,84.979,32.7935,16009,"1475 West 9000 South, Suite A",84088,West Jordan,0,0,0,0,0,1,0,5940,SPORTSMANS WAREHOUSE HLDGS,1132105,USA,324.653,660.818,65.525,243.434,0.0,227.428,456.158,334.38,0.0,0.0,0.581,204.66,953.484,0.0,0.0,132.747,2.1,91.38,91.38,1451.767,3.506,43.623,264.31,17.52,0.58,616.64,1.72,275.51,110.27,570.45,43.3
HVT,2020,7.067,25.1209,87.477,39.9457,5523,"780 Johnson Ferry Road, Suite 800",30342,Atlanta,0,0,0,0,0,1,0,5712,HAVERTY FURNITURE,216085,USA,316.244,680.372,200.058,89.908,6.713,204.041,427.405,337.115,0.0,0.0,0.0,252.967,311.051,0.0,50.521,39.405,3.18,59.148,59.148,748.252,0.391,18.212,233.666,27.67,0.0,560.07,1.37,104.82,260.5,347.21,19.11
KSS,2019,26.941,23.3978,84.979,45.1564,25283,N56 W17000 Ridgewood Drive,53051,Menomonee Falls,0,0,0,0,0,1,0,5311,KOHL'S CORP,885639,USA,4649.0,14555.0,723.0,3537,0.0,2769.0,9105.0,9743.0,0.0,0.0,15.0,5450.0,12140.0,0.0,423.0,1099.0,4.39,691.0,691.0,19974.0,207.0,156.0,6124,42.75,15.0,12469,29,3475,5527,12199,163
SPWH,2019,0.0,13.2104,84.287,32.5621,16009,"1475 West 9000 South, Suite A",84088,West Jordan,0,0,0,0,0,1,0,5940,SPORTSMANS WAREHOUSE HLDGS,1132105,USA,291.638,616.641,1.685,275.505,0.0,264.776,506.373,323.287,0.0,0.0,1.716,110.268,570.448,0.0,0.0,33.464,0.47,20.215,20.215,886.401,7.995,43.296,281.458,6.48,1.72,388.9,0.25,276.6,78.66,545.95,42.98
HVT,2019,7.067,15.4776,87.477,36.7367,5523,"780 Johnson Ferry Road, Suite 800",30342,Atlanta,0,0,0,0,0,1,0,5712,HAVERTY FURNITURE,216085,USA,204.523,560.072,75.739,104.817,6.663,127.016,299.569,332.008,0.0,0.16,1.527,260.503,347.207,0.0,15.056,27.021,1.1,21.865,21.865,802.37,0.152,19.113,179.005,20.16,1.37,440.18,1.66,105.84,274.63,341.39,20.54
SCVL,2019,0.0,12.5756,84.979,32.5822,27938,7500 East Columbia Street,47715,Evansville,0,0,0,0,0,1,0,5661,SHOE CARNIVAL INC,895447,USA,329.647,628.374,61.899,259.495,0.0,122.506,331.011,282.788,0.0,0.0,2.724,297.363,707.882,0.0,4.947,54.209,2.97,42.914,42.851,1036.551,0.191,14.008,237.254,35.86,2.72,418,1.22,257.54,304.43,698.82,15.38
DLTR,2020,15.282,11.8198,84.979,37.4208,31587,500 Volvo Parkway,23320,Chesapeake,0,0,0,0,0,1,0,5331,DOLLAR TREE INC,935703,USA,5050.8,20696.0,1416.7,3427,0.0,3730.3,13410.7,10440.4,0.0,0.0,0.0,7285.3,16995.1,0.0,0.0,2185.2,5.68,1341.9,1341.9,25509.3,150.5,233.383,9639.9,101.66,0.0,19574.6,113.3,3522,6254.8,15981.5,236.73
DG,2019,0.0,11.8198,84.979,32.3308,4016,100 Mission Ridge,37072,Goodlettsville,0,0,0,0,0,1,0,5331,DOLLAR GENERAL CORP,29534,USA,5177.868,22825.084,240.32,4676.848,0.0,4543.56,16122.584,12074.542,0.0,0.0,76.537,6702.5,18760.108,0.0,327.578,2333.304,6.68,1712.555,1712.555,27753.973,103.274,251.936,11696.481,153.41,76.54,13204.04,57.8,4097,6417.39,17367.04,259.51
DG,2020,0.0,11.8198,84.979,32.3308,4016,100 Mission Ridge,37072,Goodlettsville,0,0,0,0,0,1,0,5331,DOLLAR GENERAL CORP,29534,USA,6914.219,25862.624,1376.577,5247.477,0.0,5710.783,19201.386,13373.327,0.0,0.0,90.76,6661.238,22286.74,0.0,355.934,3721.765,10.7,2655.05,2655.05,33746.839,150.485,240.785,13590.442,194.61,90.76,22825.08,76.54,4676.85,6702.5,18760.11,251.94
SFM,2020,37.421,23.3676,84.979,48.637,17934,"5455 East High Street, Suite 111",85054,Phoenix,0,0,0,0,0,1,0,5411,SPROUTS FARMERS MARKET,1575515,USA,465.96,2806.404,169.697,254.224,1.744,496.132,1925.111,1771.908,0.0,0.0,23.642,881.293,4088.394,0.0,0.0,400.5,2.44,287.45,287.45,6468.759,14.787,117.953,1466.692,20.1,23.64,2722.98,15.71,275.98,581.95,3739.03,117.54
GO,2019,0.0,12.1221,87.477,33.2663,189579,5650 Hollis Street,94608,EmeryVille,0,0,0,0,0,1,0,5411,GROCERY OUTLET HLDNG CORP,1771515,USA,270.826,2185.529,28.101,219.42,0.0,208.627,1440.145,1096.845,0.0,1.302,9.852,745.384,1812.488,0.0,3.645,68.343,0.18,15.419,15.419,2559.617,47.94,89.005,1253.989,32.45,8.55,1376.86,7.13,198.3,299.95,1626.41,68.47
DLTR,2019,15.282,11.8198,84.979,37.4208,31587,500 Volvo Parkway,23320,Chesapeake,0,0,0,0,0,1,0,5331,DOLLAR TREE INC,935703,USA,4269.4,19574.6,539.2,3522,0.0,3546.5,13319.8,10106.8,0.0,0.0,113.3,6254.8,15981.5,0.0,0.0,1599.9,3.49,827.0,827.0,23610.8,164.2,236.727,10031,87.07,113.3,13501.2,100.9,3536,5642.9,15320.1,238.08
SCVL,2020,0.0,12.5756,84.979,32.5822,27938,7500 East Columbia Street,47715,Evansville,0,0,0,0,0,1,0,5661,SHOE CARNIVAL INC,895447,USA,355.305,642.747,106.532,233.266,0.0,130.901,332.571,267.964,0.0,0.0,7.096,310.176,681.983,0.0,5.097,19.865,1.14,15.991,15.991,976.765,0.412,14.105,231.416,46.99,7.1,628.37,2.72,259.5,297.36,707.88,14.01
SFM,2019,24.887,22.3398,84.979,44.1203,17934,"5455 East High Street, Suite 111",85054,Phoenix,0,0,0,0,0,1,0,5411,SPROUTS FARMERS MARKET,1575515,USA,387.839,2722.983,85.314,275.979,1.47,416.812,2141.031,1769.944,0.0,0.0,15.713,581.952,3739.028,0.0,0.0,218.56,1.25,149.629,149.629,5634.835,21.192,117.544,1735.253,19.35,15.71,1675.61,40.98,264.37,589.2,3456.2,124.98
NGVC,2019,0.0,12.5756,74.895,29.2124,11922,12612 West Alameda Parkway,80228,Lakewood,0,0,0,0,0,1,0,5400,NATURAL GROCERS VITAMIN CTGE,1547459,USA,115.18,327.114,6.214,96.179,0.0,83.268,170.208,201.635,0.0,0.1,5.059,156.906,664.093,0.0,0.0,16.766,0.42,9.416,9.416,903.582,5.252,22.463,58.212,9.99,4.96,307.08,4.64,94.23,146.73,622.7,22.37
PLAY,2019,0.0,12.5756,87.477,33.4172,60923,1221 Beltline Road,75019,Dallas,0,0,0,0,0,1,0,5810,DAVE & BUSTER'S ENTMT INC,1525769,USA,78.977,2370.139,24.655,34.477,0.0,290.865,2200.489,1912.205,0.0,0.0,2.331,169.65,985.205,0.0,20.615,148.079,3.0,100.263,100.263,1354.691,22.038,30.603,1915.354,44.16,2.33,1273.19,12.62,27.32,387.84,904.7,37.52
DKS,2019,27.967,12.7267,84.979,41.9475,150139,345 Court Street,15108,Coraopolis,0,0,0,0,0,1,0,5940,DICKS SPORTING GOODS INC,1089063,USA,2410.016,6628.56,69.334,2202.275,0.0,2076.474,4896.962,3729.574,0.0,2.96,58.935,1731.598,5928.65,0.0,99.42,442.178,3.4,297.462,297.462,8750.743,17.012,83.547,3100.416,44.23,55.98,4187.15,41.14,1824.7,1904.16,5769.19,93.85
DKS,2020,30.051,16.9891,91.24,46.1523,150139,345 Court Street,15108,Coraopolis,0,0,0,0,0,1,0,5940,DICKS SPORTING GOODS INC,1089063,USA,3759.65,7752.859,1658.067,1953.568,0.0,2550.198,5413.325,3450.178,0.0,2.661,59.545,2339.534,6188.512,0.0,110.83,916.477,6.29,530.251,530.251,9584.019,48.812,84.93,3150.471,67.01,56.88,6628.56,55.98,2202.28,1731.6,5928.65,83.55
ROST,2019,15.615,19.1959,84.979,39.9859,9248,5130 Hacienda Drive,94568-7579,Dublin,0,0,0,0,0,1,0,5651,ROSS STORES INC,745732,USA,3432.828,9348.367,1351.205,1832.339,10.235,2701.934,5989.118,5707.218,0.0,0.0,102.236,3359.249,11185.295,0.0,369.793,2146.182,4.63,1660.928,1660.928,16039.073,14.107,356.775,3487.9,112.19,102.24,6073.69,96.71,1750.44,3305.75,10395.92,368.24
DLTH,2019,0.0,11.7291,86.093,32.6728,26335,201 East Front Street,53572,Mount Horeb,0,0,0,0,0,1,0,5961,DULUTH HOLDINGS INC,1649744,USA,162.192,474.05,0.538,147.849,0.0,78.775,297.944,304.179,0.0,0.0,3.121,178.272,287.475,0.0,0.0,28.108,0.59,18.921,18.921,615.624,4.471,32.536,223.495,8.45,3.12,296.76,4.64,97.69,160.35,245.11,32.57
PSMT,2019,0.0,13.6034,87.477,33.7592,65343,9740 Scranton Road,92121,San Diego,0,0,0,0,0,1,0,5331,PRICESMART INC,1041803,USA,491.896,1296.411,102.653,331.273,17.099,407.454,498.132,671.151,0.0,0.144,20.52,797.351,2640.733,0.0,21.341,120.038,2.4,73.191,72.47,3223.918,6.055,30.539,89.586,60.43,20.38,1216.39,21.03,321.03,758,2602.88,30.46
NGVC,2020,0.332,12.5756,72.396,28.4881,11922,12612 West Alameda Parkway,80228,Lakewood,0,0,0,0,0,1,0,5400,NATURAL GROCERS VITAMIN CTGE,1547459,USA,143.413,681.792,28.534,100.175,0.0,129.15,508.726,527.264,0.0,0.1,8.519,173.066,752.908,0.0,6.301,27.749,0.89,20.009,20.009,1036.842,2.15,22.547,400.139,9.86,8.42,327.11,4.96,96.18,156.91,664.09,22.46
NDLS,2019,4.379,18.9541,84.979,36.1634,18047,"520 Zang Street, Suite D",80021,Broomfield,0,0,0,0,0,1,0,5812,NOODLES & CO,1275158,USA,29.322,378.519,10.459,9.871,0.0,58.034,327.948,338.584,0.0,0.0,3.606,50.571,383.291,0.0,0.0,5.961,0.04,1.647,1.647,462.411,3.242,44.134,289.827,5.54,3.61,172.03,2.58,9.65,52.68,385.44,43.93
CHUY,2020,0.332,13.2104,83.594,32.4414,187775,1623 Toomey Road,78704,Austin,0,0,0,0,0,1,0,5812,CHUY'S HOLDINGS INC,1524931,USA,94.561,493.675,86.817,1.449,0.0,43.318,251.817,344.261,0.0,0.0,2.681,241.858,256.975,0.0,0.0,12.151,-0.18,-3.294,-3.294,320.952,0.257,19.711,222.167,26.49,2.68,446.07,1.68,1.66,194.94,355.2,16.64
USNA,2020,5.165,23.156,84.979,37.8232,63863,3838 West Parkway Boulevard,84120,Salt Lake City,0,0,1,0,0,0,0,2834,USANA HEALTH SCIENCES INC,896264,USA,425.286,640.887,311.917,90.224,0.0,168.073,199.237,128.392,0.0,0.372,7.42,441.65,209.111,0.0,0.0,176.491,5.89,124.664,124.664,1134.644,0.507,21.038,21.472,77.1,7.05,516.93,8.5,68.91,351.71,187.5,21.66
PSMT,2020,0.0,14.6312,87.477,34.1012,65343,9740 Scranton Road,92121,San Diego,0,0,0,0,0,1,0,5331,PRICESMART INC,1041803,USA,699.002,1656.825,299.481,309.509,46.694,568.275,824.093,811.812,0.0,0.147,25.846,831.719,2713.553,0.0,21.426,122.911,2.55,78.109,77.267,3329.188,9.815,30.671,264.822,65.75,25.7,1296.41,20.38,331.27,797.35,2640.73,30.54
CHUY,2019,0.332,13.2104,83.594,32.4414,187775,1623 Toomey Road,78704,Austin,0,0,0,0,0,1,0,5812,CHUY'S HOLDINGS INC,1524931,USA,16.783,446.069,10.074,1.657,0.0,36.199,251.133,380.049,0.0,0.0,1.676,194.936,355.203,0.0,0.0,4.051,0.37,6.215,6.215,426.357,0.122,16.636,224.848,25.92,1.68,277.08,4.25,1.54,193.85,333.86,16.86
HIBB,2020,0.332,12.757,87.477,33.5882,63763,2700 Milan Court,35211,Birmingham,0,0,0,0,0,1,0,5940,HIBBETT INC,1017480,USA,439.8,808.166,209.29,202.038,0.219,225.32,417.13,326.668,0.0,0.0,11.905,391.036,912.126,0.0,0.0,141.443,4.49,74.266,74.266,1419.657,0.563,16.479,248.301,56.45,11.91,769.76,8.48,288.01,328.98,799.83,16.86
HIBB,2019,0.332,12.757,87.477,33.5882,63763,2700 Milan Court,35211,Birmingham,0,0,0,0,0,1,0,5940,HIBBETT INC,1017480,USA,372.512,769.759,66.078,288.011,0.554,233.661,440.776,332.361,0.0,0.0,8.477,328.983,799.827,0.0,0.0,54.505,1.54,27.344,27.344,1184.234,1.014,16.86,253.938,24.78,8.48,546.07,9.47,280.29,336.05,677.14,18.3
KMX,2019,2.084,22.5816,87.477,37.4409,64410,12800 Tuckahoe Creek Parkway,23238,Richmond,0,0,0,0,0,1,0,5500,CARMAX INC,1170010,USA,3663.687,21082.182,58.211,2846.416,481.043,1534.707,17313.307,3518.196,0.0,0.0,191.09,3768.875,18055.147,0.0,0.0,1238.303,5.39,888.433,888.433,21424.117,90.007,163.081,15933.516,87.31,191.09,18717.87,139.85,2519.46,3357.03,16056.51,167.48
AMTX,2019,0.0,10.7013,83.594,31.4958,162453,"20400 Stevens Creek Boulevard, Suite 700",95014,Cupertino,0,0,1,0,0,0,0,2860,AEMETIS INC,738214,USA,12.576,99.896,0.656,6.518,0.0,57.819,254.268,84.783,0.001,0.0,2.036,-154.372,184.866,0.0,0.0,-4.931,-1.75,-35.716,-35.716,201.998,28.012,20.57,220.228,0.83,2.04,91.82,1.1,6.13,-110.84,161.54,20.35
DDS,2019,15.131,10.5804,76.761,34.2118,3964,1600 Cantrell Road,72201,Little Rock,0,0,0,0,0,1,0,5311,DILLARDS INC -CL A,28917,USA,1848.082,3430.257,277.077,1465.007,0.0,930.82,1806.998,1506.1,0.0,0.0,48.339,1623.259,4235.978,0.0,12.593,167.492,4.38,111.081,111.081,6343.211,47.886,24.197,614.96,60.72,48.34,3431.37,51.02,1528.42,1678.38,4291.52,26.35
AMTX,2020,0.0,10.7013,83.594,31.4958,162453,"20400 Stevens Creek Boulevard, Suite 700",95014,Cupertino,0,0,1,0,0,0,0,2860,AEMETIS INC,738214,USA,8.683,125.139,0.592,3.969,0.0,102.235,309.883,112.769,0.001,1.26,1.821,-184.744,149.638,0.0,0.0,-6.07,-1.74,-36.659,-36.659,165.557,31.017,22.83,269.368,2.49,0.56,99.9,2.04,6.52,-154.37,184.87,20.57
CASY,2019,2.416,12.5756,87.477,34.2219,2807,One SE Convenience Boulevard,50021,Ankeny,0,0,0,0,0,1,0,5412,CASEYS GENERAL STORES INC,726958,USA,387.25,3943.892,78.275,236.007,0.0,1063.428,2300.687,3344.944,0.0,0.0,63.167,1643.205,5967.612,0.0,47.096,395.467,7.14,263.846,263.846,8112.296,59.537,36.806,1284.782,151.41,63.17,3731.38,66.75,273.04,1408.77,6410.19,36.67
FLWS,2019,1.752,13.6034,83.594,33.045,122519,"Two Jericho Plaza, Suite 200",11753,Jericho,0,0,0,0,0,1,0,5961,1-800-FLOWERS.COM,1084869,USA,303.238,606.44,172.923,92.361,0.0,127.497,263.729,166.681,0.0,2.777,12.374,342.711,722.502,0.0,0.0,45.108,0.54,34.766,34.766,1248.623,2.769,64.418,96.973,18.88,9.6,570.89,10.52,88.83,314.9,662.9,64.64
DRI,2020,17.125,35.5804,87.477,46.776,31846,1000 Darden Center Drive,32837,Orlando,0,0,0,0,0,1,0,5812,DARDEN RESTAURANTS INC,940944,USA,1871.1,10656.1,1214.7,190.8,0.0,1848.3,7843.0,6645.6,0.0,0.2,68.2,2813.1,5702.6,0.0,203.9,687.3,4.83,629.3,629.3,7196.1,68.4,130.763,5757.7,143.23,68.0,9946.1,48.6,206.9,2331.2,6398.5,129.89
CBRL,2019,17.457,22.4002,84.979,41.6658,3570,305 Hartmann Drive,37087-4779,Lebanon,0,0,0,0,0,1,0,5812,CRACKER BARREL OLD CTRY STOR,1067294,USA,242.38,1581.225,36.884,154.958,0.0,392.474,976.515,1168.965,0.0,0.0,32.206,604.71,2528.987,0.0,194.558,282.844,9.29,223.401,223.401,3071.951,16.322,24.049,400,173.71,32.21,1527.36,19.5,156.25,581.78,2499.83,24.01
ROST,2020,15.615,19.1959,84.979,39.9859,9248,5130 Hacienda Drive,94568-7579,Dublin,0,0,0,0,0,1,0,5651,ROSS STORES INC,745732,USA,6692.491,12717.867,4819.293,1508.982,85.711,3967.033,9427.227,5795.315,0.0,0.0,115.067,3290.64,9335.329,0.0,101.404,568.663,0.24,85.382,85.382,12531.565,100.315,356.503,5732.799,111.29,115.07,9348.37,102.24,1832.34,3359.25,11185.3,356.78
DRI,2019,17.125,35.5804,87.477,46.776,31846,1000 Darden Center Drive,32837,Orlando,0,0,0,0,0,1,0,5812,DARDEN RESTAURANTS INC,940944,USA,1101.4,9946.1,763.3,206.9,0.0,1792.8,7614.9,6726.1,0.0,1.2,49.8,2331.2,6398.5,0.0,325.1,386.9,-0.43,-52.4,-52.4,7806.9,65.2,129.894,5739.8,76.86,48.6,5892.8,88,207.3,2392.6,6658.4,123.08
TJX,2019,34.461,18.5913,91.24,48.1541,11672,770 Cochituate Road,1701,Framingham,0,0,0,0,0,1,0,5651,TJX COS INC (THE),109198,USA,8890.622,24145.003,3216.752,4872.592,0.0,7150.247,18196.791,14385.38,0.0,0.0,386.261,5948.212,28978.477,0.0,1111.788,4416.209,2.71,3272.193,3272.193,41716.977,61.4,1199.1,11464.474,59.04,386.26,14326.03,346.3,4579.03,5048.61,27012.28,1217.18
CVNA,2019,0.0,12.5756,83.594,32.1195,30999,1930 West Rio Salado Parkway,85281,Tempe,0,0,0,0,0,1,0,5961,CARVANA CO,1690820,USA,1359.422,2057.748,76.016,1049.665,141.223,864.87,1865.809,666.891,0.101,3.2,39.864,98.112,3428.032,0.0,0.0,-267.084,-2.45,-114.659,-114.659,3939.896,84.206,50.507,1060.718,92.05,36.66,991.01,32.72,517.44,73.41,1754.76,41.21
COST,2020,19.934,16.445,84.979,40.509,29028,999 Lake Drive,98027,Issaquah,0,0,0,0,0,1,0,5399,COSTCO WHOLESALE CORP,909832,USA,28120.0,55556.0,12277.0,12242,1028.0,24844.0,36851.0,25187.0,0.0,0.0,1550.0,18284.0,143186.0,0.0,1193.0,5939.0,9.05,4002.0,4002.0,166761.0,160.0,441.255,11086,347.66,1550.0,45400,1535,11395,15243,131394,439.63
HCA,2019,0.0,11.0339,87.477,32.9041,22260,One Park Plaza,37203,Nashville,0,0,0,0,0,0,1,8062,HCA HEALTHCARE INC,860730,USA,11196.0,45058.0,621.0,1849,147.0,7757.0,45623.0,24549.0,0.0,6953.0,7389.0,-2808.0,41152.0,0.0,555.0,7218.0,10.27,3505.0,3505.0,51336.0,1824.0,338.446,35571,147.81,436.0,39207,519,1732,-4950,37413,342.9
MO,2020,58.442,38.4522,93.739,63.5852,8543,6601 West Broad Street,23230,Richmond,0,0,1,0,0,0,0,2111,ALTRIA GROUP INC,764180,USA,7117.0,47414.0,4945.0,1966,1.0,9063.0,44449.0,2012.0,0.0,0.0,137.0,2839.0,7172.0,0.0,6327.0,11354.0,2.4,4467.0,4459.0,20841.0,1223.0,1858.419,29471,41.0,137.0,49271,268,2293,6222,6901,1857.98
CVNA,2020,0.0,10.6409,83.594,31.4757,30999,1930 West Rio Salado Parkway,85281,Tempe,0,0,0,0,0,1,0,5961,CARVANA CO,1690820,USA,1923.147,3034.531,300.81,1311.176,159.575,467.137,2233.028,1064.63,0.096,4.7,78.563,387.6,4792.3,0.0,0.0,-331.896,-2.63,-171.14,-171.14,5586.565,105.945,76.512,1849.483,239.54,73.86,2057.75,36.66,1049.67,98.11,3428.03,50.51
CASY,2020,2.416,12.5756,87.477,34.2219,2807,One SE Convenience Boulevard,50021,Ankeny,0,0,0,0,0,1,0,5412,CASEYS GENERAL STORES INC,726958,USA,723.633,4460.314,336.545,286.598,0.0,612.749,2527.635,3513.604,0.0,0.0,89.276,1932.679,5297.754,0.0,49.091,492.449,8.44,312.9,312.9,7654.189,51.384,36.95,1363.749,222.19,89.28,3943.89,63.17,236.01,1643.21,5967.61,36.81
BLBD,2020,0.0,13.6034,83.594,32.4615,23167,"3920 Arkwright Road, 2nd Floor",31210,Macon,0,0,1,0,0,0,0,3713,BLUE BIRD CORP,1589526,USA,116.896,317.415,44.507,56.523,0.0,111.648,370.645,110.355,0.0,0.1,7.623,-53.23,767.621,0.0,0.0,30.466,0.45,12.185,12.185,879.221,12.752,27.048,188.974,12.16,7.52,365.41,10.44,78.83,-67.81,875.02,26.48
COST,2019,19.934,16.445,84.979,40.509,29028,999 Lake Drive,98027,Issaquah,0,0,0,0,0,1,0,5399,COSTCO WHOLESALE CORP,909832,USA,23485.0,45400.0,8384.0,11395,1060.0,23237.0,29816.0,20890.0,0.0,0.0,1535.0,15243.0,131394.0,0.0,1057.0,4860.0,8.32,3659.0,3659.0,152703.0,150.0,439.625,7244,294.76,1535.0,40830,1669,11040,12799,121715,438.19
JWN,2019,16.793,31.2576,87.477,45.2268,7922,1617 Sixth Avenue,98101,Seattle,0,0,0,0,0,1,0,5651,NORDSTROM INC,72333,USA,3230.0,9737.0,853.0,1920,0.0,3520.0,8758.0,5953.0,0.0,0.0,179.0,979.0,9271.0,0.0,229.0,816.0,3.2,496.0,496.0,15524.0,143.0,155.6,4795,36.86,179.0,7886,148,1978,873,9483,157.6
USNA,2019,0.0,15.1451,84.979,33.4373,63863,3838 West Parkway Boulevard,84120,Salt Lake City,0,0,1,0,0,0,0,2834,USANA HEALTH SCIENCES INC,896264,USA,329.279,516.934,234.83,68.905,0.0,136.098,165.222,126.496,0.0,0.261,8.762,351.712,187.503,0.0,0.0,146.19,4.44,100.526,100.526,1060.902,0.066,21.655,25.597,78.55,8.5,554.46,13.89,81.95,391.15,200.71,23.57
